LCLid,stdorToU,DateTime,KWH/hh (per half hour) 
MAC000002,Std,2012-10-21 02:30:00.0000000, 0.285 
MAC000002,Std,2012-10-21 03:00:00.0000000, 0.272 
MAC000002,Std,2012-10-21 03:30:00.0000000, 0.268 
MAC000002,Std,2012-10-21 04:00:00.0000000, 0.251 
MAC000002,Std,2012-10-21 04:30:00.0000000, 0.287 
MAC000002,Std,2012-10-21 05:00:00.0000000, 0.232 
MAC000002,Std,2012-10-21 05:30:00.0000000, 0.286 
MAC000002,Std,2012-10-21 06:00:00.0000000, 0.249 
MAC000002,Std,2012-10-21 06:30:00.0000000, 0.269 
MAC000002,Std,2012-10-21 07:00:00.0000000, 0.329 
MAC000002,Std,2012-10-21 07:30:00.0000000, 0.298 
MAC000002,Std,2012-10-21 08:00:00.0000000, 0.286 
MAC000002,Std,2012-10-21 08:30:00.0000000, 0.247 
MAC000002,Std,2012-10-21 09:00:00.0000000, 0.321 
MAC000002,Std,2012-10-21 09:30:00.0000000, 0.329 
MAC000002,Std,2012-10-21 10:00:00.0000000, 0.418 
MAC000002,Std,2012-10-21 10:30:00.0000000, 0.37 
MAC000002,Std,2012-10-21 11:00:00.0000000, 0.38 
MAC000002,Std,2012-10-21 11:30:00.0000000, 0.771 
MAC000002,Std,2012-10-21 12:00:00.0000000, 0.557 
MAC000002,Std,2012-10-21 12:30:00.0000000, 0.413 
MAC000002,Std,2012-10-21 13:00:00.0000000, 0.374 
MAC000002,Std,2012-10-21 13:30:00.0000000, 0.415 
MAC000002,Std,2012-10-21 14:00:00.0000000, 0.657 
MAC000002,Std,2012-10-21 14:30:00.0000000, 0.36 
MAC000002,Std,2012-10-21 15:00:00.0000000, 0.344 
MAC000002,Std,2012-10-21 15:30:00.0000000, 0.434 
MAC000002,Std,2012-10-21 16:00:00.0000000, 0.589 
MAC000002,Std,2012-10-21 16:30:00.0000000, 0.641 
MAC000002,Std,2012-10-21 17:00:00.0000000, 0.877 
MAC000002,Std,2012-10-21 17:30:00.0000000, 0.79 
MAC000002,Std,2012-10-21 18:00:00.0000000, 1.285 
MAC000002,Std,2012-10-21 18:30:00.0000000, 2.1600001 
MAC000002,Std,2012-10-21 19:00:00.0000000, 0.829 
MAC000002,Std,2012-10-21 19:30:00.0000000, 0.72 
MAC000002,Std,2012-10-21 20:00:00.0000000, 0.701 
MAC000002,Std,2012-10-21 20:30:00.0000000, 0.873 
MAC000002,Std,2012-10-21 21:00:00.0000000, 0.903 
MAC000002,Std,2012-10-21 21:30:00.0000000, 0.813 
MAC000002,Std,2012-10-21 22:00:00.0000000, 0.548 
MAC000002,Std,2012-10-21 22:30:00.0000000, 0.402 
MAC000002,Std,2012-10-21 23:00:00.0000000, 0.446 
MAC000002,Std,2012-10-21 23:30:00.0000000, 0.39 
MAC000002,Std,2012-10-22 00:00:00.0000000, 0.431 
MAC000002,Std,2012-10-22 00:30:00.0000000, 0.401 
MAC000002,Std,2012-10-22 01:00:00.0000000, 0.294 
MAC000002,Std,2012-10-22 01:30:00.0000000, 0.359 
MAC000002,Std,2012-10-22 02:00:00.0000000, 0.305 
MAC000002,Std,2012-10-22 02:30:00.0000000, 0.353 
MAC000002,Std,2012-10-22 03:00:00.0000000, 0.323 
MAC000002,Std,2012-10-22 03:30:00.0000000, 0.336 
MAC000002,Std,2012-10-22 04:00:00.0000000, 0.447 
MAC000002,Std,2012-10-22 04:30:00.0000000, 0.411 
MAC000002,Std,2012-10-22 05:00:00.0000000, 0.451 
MAC000002,Std,2012-10-22 05:30:00.0000000, 0.404 
MAC000002,Std,2012-10-22 06:00:00.0000000, 0.443 
MAC000002,Std,2012-10-22 06:30:00.0000000, 0.413 
MAC000002,Std,2012-10-22 07:00:00.0000000, 0.419 
MAC000002,Std,2012-10-22 07:30:00.0000000, 0.488 
MAC000002,Std,2012-10-22 08:00:00.0000000, 0.53 
MAC000002,Std,2012-10-22 08:30:00.0000000, 0.704 
MAC000002,Std,2012-10-22 09:00:00.0000000, 0.501 
MAC000002,Std,2012-10-22 09:30:00.0000000, 0.475 
MAC000002,Std,2012-10-22 10:00:00.0000000, 0.277 
MAC000002,Std,2012-10-22 10:30:00.0000000, 0.263 
MAC000002,Std,2012-10-22 11:00:00.0000000, 0.211 
MAC000002,Std,2012-10-22 11:30:00.0000000, 0.282 
MAC000002,Std,2012-10-22 12:00:00.0000000, 0.184 
MAC000002,Std,2012-10-22 12:30:00.0000000, 0.096 
MAC000002,Std,2012-10-22 13:00:00.0000000, 0.124 
MAC000002,Std,2012-10-22 13:30:00.0000000, 0.105 
MAC000002,Std,2012-10-22 14:00:00.0000000, 0.094 
MAC000002,Std,2012-10-22 14:30:00.0000000, 0.126 
MAC000002,Std,2012-10-22 15:00:00.0000000, 0.207 
MAC000002,Std,2012-10-22 15:30:00.0000000, 0.616 
MAC000002,Std,2012-10-22 16:00:00.0000000, 0.438 
MAC000002,Std,2012-10-22 16:30:00.0000000, 0.656 
MAC000002,Std,2012-10-22 17:00:00.0000000, 0.621 
MAC000002,Std,2012-10-22 17:30:00.0000000, 0.488 
MAC000002,Std,2012-10-22 18:00:00.0000000, 0.394 
MAC000002,Std,2012-10-22 18:30:00.0000000, 0.866 
MAC000002,Std,2012-10-22 19:00:00.0000000, 1.126 
MAC000002,Std,2012-10-22 19:30:00.0000000, 0.284 
MAC000002,Std,2012-10-22 20:00:00.0000000, 0.282 
MAC000002,Std,2012-10-22 20:30:00.0000000, 0.441 
MAC000002,Std,2012-10-22 21:00:00.0000000, 0.705 
MAC000002,Std,2012-10-22 21:30:00.0000000, 0.393 
MAC000002,Std,2012-10-22 22:00:00.0000000, 0.372 
MAC000002,Std,2012-10-22 22:30:00.0000000, 0.215 
MAC000002,Std,2012-10-22 23:00:00.0000000, 0.315 
MAC000002,Std,2012-10-22 23:30:00.0000000, 0.216 
MAC000002,Std,2012-10-23 00:00:00.0000000, 0.22 
MAC000002,Std,2012-10-23 00:30:00.0000000, 0.152 
MAC000002,Std,2012-10-23 01:00:00.0000000, 0.215 
MAC000002,Std,2012-10-23 01:30:00.0000000, 0.121 
MAC000002,Std,2012-10-23 02:00:00.0000000, 0.151 
MAC000002,Std,2012-10-23 02:30:00.0000000, 0.079 
MAC000002,Std,2012-10-23 03:00:00.0000000, 0.141 
MAC000002,Std,2012-10-23 03:30:00.0000000, 0.076 
MAC000002,Std,2012-10-23 04:00:00.0000000, 0.14 
MAC000002,Std,2012-10-23 04:30:00.0000000, 0.073 
MAC000002,Std,2012-10-23 05:00:00.0000000, 0.138 
MAC000002,Std,2012-10-23 05:30:00.0000000, 0.075 
MAC000002,Std,2012-10-23 06:00:00.0000000, 0.131 
MAC000002,Std,2012-10-23 06:30:00.0000000, 0.084 
MAC000002,Std,2012-10-23 07:00:00.0000000, 0.122 
MAC000002,Std,2012-10-23 07:30:00.0000000, 0.093 
MAC000002,Std,2012-10-23 08:00:00.0000000, 0.147 
MAC000002,Std,2012-10-23 08:30:00.0000000, 0.226 
MAC000002,Std,2012-10-23 09:00:00.0000000, 0.51 
MAC000002,Std,2012-10-23 09:30:00.0000000, 0.184 
MAC000002,Std,2012-10-23 10:00:00.0000000, 0.073 
MAC000002,Std,2012-10-23 10:30:00.0000000, 0.131 
MAC000002,Std,2012-10-23 11:00:00.0000000, 0.07 
MAC000002,Std,2012-10-23 11:30:00.0000000, 0.136 
MAC000002,Std,2012-10-23 12:00:00.0000000, 0.193 
MAC000002,Std,2012-10-23 12:30:00.0000000, 0.45 
MAC000002,Std,2012-10-23 13:00:00.0000000, 0.14 
MAC000002,Std,2012-10-23 13:30:00.0000000, 0.193 
MAC000002,Std,2012-10-23 14:00:00.0000000, 0.148 
MAC000002,Std,2012-10-23 14:30:00.0000000, 0.231 
MAC000002,Std,2012-10-23 15:00:00.0000000, 0.184 
MAC000002,Std,2012-10-23 15:30:00.0000000, 0.449 
MAC000002,Std,2012-10-23 16:00:00.0000000, 0.336 
MAC000002,Std,2012-10-23 16:30:00.0000000, 0.141 
MAC000002,Std,2012-10-23 17:00:00.0000000, 0.189 
MAC000002,Std,2012-10-23 17:30:00.0000000, 0.146 
MAC000002,Std,2012-10-23 18:00:00.0000000, 0.174 
MAC000002,Std,2012-10-23 18:30:00.0000000, 0.168 
MAC000002,Std,2012-10-23 19:00:00.0000000, 0.155 
MAC000002,Std,2012-10-23 19:30:00.0000000, 0.475 
MAC000002,Std,2012-10-23 20:00:00.0000000, 0.34 
MAC000002,Std,2012-10-23 20:30:00.0000000, 0.66 
MAC000002,Std,2012-10-23 21:00:00.0000000, 0.671 
MAC000002,Std,2012-10-23 21:30:00.0000000, 0.496 
MAC000002,Std,2012-10-23 22:00:00.0000000, 0.406 
MAC000002,Std,2012-10-23 22:30:00.0000000, 0.241 
MAC000002,Std,2012-10-23 23:00:00.0000000, 0.228 
MAC000002,Std,2012-10-23 23:30:00.0000000, 0.183 
MAC000002,Std,2012-10-24 00:00:00.0000000, 0.187 
MAC000002,Std,2012-10-24 00:30:00.0000000, 0.185 
MAC000002,Std,2012-10-24 01:00:00.0000000, 0.185 
MAC000002,Std,2012-10-24 01:30:00.0000000, 0.183 
MAC000002,Std,2012-10-24 02:00:00.0000000, 0.086 
MAC000002,Std,2012-10-24 02:30:00.0000000, 0.133 
MAC000002,Std,2012-10-24 03:00:00.0000000, 0.101 
MAC000002,Std,2012-10-24 03:30:00.0000000, 0.113 
MAC000002,Std,2012-10-24 04:00:00.0000000, 0.111 
MAC000002,Std,2012-10-24 04:30:00.0000000, 0.093 
MAC000002,Std,2012-10-24 05:00:00.0000000, 0.128 
MAC000002,Std,2012-10-24 05:30:00.0000000, 0.076 
MAC000002,Std,2012-10-24 06:00:00.0000000, 0.151 
MAC000002,Std,2012-10-24 06:30:00.0000000, 0.087 
MAC000002,Std,2012-10-24 07:00:00.0000000, 0.116 
MAC000002,Std,2012-10-24 07:30:00.0000000, 0.193 
MAC000002,Std,2012-10-24 08:00:00.0000000, 0.511 
MAC000002,Std,2012-10-24 08:30:00.0000000, 0.311 
MAC000002,Std,2012-10-24 09:00:00.0000000, 0.591 
MAC000002,Std,2012-10-24 09:30:00.0000000, 0.531 
MAC000002,Std,2012-10-24 10:00:00.0000000, 0.135 
MAC000002,Std,2012-10-24 10:30:00.0000000, 0.289 
MAC000002,Std,2012-10-24 11:00:00.0000000, 0.221 
MAC000002,Std,2012-10-24 11:30:00.0000000, 0.102 
MAC000002,Std,2012-10-24 12:00:00.0000000, 0.782 
MAC000002,Std,2012-10-24 12:30:00.0000000, 0.266 
MAC000002,Std,2012-10-24 13:00:00.0000000, 0.217 
MAC000002,Std,2012-10-24 13:30:00.0000000, 0.166 
MAC000002,Std,2012-10-24 14:00:00.0000000, 0.097 
MAC000002,Std,2012-10-24 14:30:00.0000000, 0.13 
MAC000002,Std,2012-10-24 15:00:00.0000000, 0.088 
MAC000002,Std,2012-10-24 15:30:00.0000000, 0.114 
MAC000002,Std,2012-10-24 16:00:00.0000000, 0.14 
MAC000002,Std,2012-10-24 16:30:00.0000000, 0.273 
MAC000002,Std,2012-10-24 17:00:00.0000000, 0.233 
MAC000002,Std,2012-10-24 17:30:00.0000000, 0.157 
MAC000002,Std,2012-10-24 18:00:00.0000000, 0.155 
MAC000002,Std,2012-10-24 18:30:00.0000000, 0.855 
MAC000002,Std,2012-10-24 19:00:00.0000000, 1.8890001 
MAC000002,Std,2012-10-24 19:30:00.0000000, 0.796 
MAC000002,Std,2012-10-24 20:00:00.0000000, 0.753 
MAC000002,Std,2012-10-24 20:30:00.0000000, 0.607 
MAC000002,Std,2012-10-24 21:00:00.0000000, 0.71 
MAC000002,Std,2012-10-24 21:30:00.0000000, 0.574 
MAC000002,Std,2012-10-24 22:00:00.0000000, 0.846 
MAC000002,Std,2012-10-24 22:30:00.0000000, 0.343 
MAC000002,Std,2012-10-24 23:00:00.0000000, 0.282 
MAC000002,Std,2012-10-24 23:30:00.0000000, 0.245 
MAC000002,Std,2012-10-25 00:00:00.0000000, 0.286 
MAC000002,Std,2012-10-25 00:30:00.0000000, 0.199 
MAC000002,Std,2012-10-25 01:00:00.0000000, 0.196 
MAC000002,Std,2012-10-25 01:30:00.0000000, 0.1 
MAC000002,Std,2012-10-25 02:00:00.0000000, 0.131 
MAC000002,Std,2012-10-25 02:30:00.0000000, 0.096 
MAC000002,Std,2012-10-25 03:00:00.0000000, 0.112 
MAC000002,Std,2012-10-25 03:30:00.0000000, 0.107 
MAC000002,Std,2012-10-25 04:00:00.0000000, 0.097 
MAC000002,Std,2012-10-25 04:30:00.0000000, 0.12 
MAC000002,Std,2012-10-25 05:00:00.0000000, 0.081 
MAC000002,Std,2012-10-25 05:30:00.0000000, 0.132 
MAC000002,Std,2012-10-25 06:00:00.0000000, 0.073 
MAC000002,Std,2012-10-25 06:30:00.0000000, 0.128 
MAC000002,Std,2012-10-25 07:00:00.0000000, 0.089 
MAC000002,Std,2012-10-25 07:30:00.0000000, 0.109 
MAC000002,Std,2012-10-25 08:00:00.0000000, 0.16 
MAC000002,Std,2012-10-25 08:30:00.0000000, 0.242 
MAC000002,Std,2012-10-25 09:00:00.0000000, 0.619 
MAC000002,Std,2012-10-25 09:30:00.0000000, 0.493 
MAC000002,Std,2012-10-25 10:00:00.0000000, 0.469 
MAC000002,Std,2012-10-25 10:30:00.0000000, 0.878 
MAC000002,Std,2012-10-25 11:00:00.0000000, 0.917 
MAC000002,Std,2012-10-25 11:30:00.0000000, 0.37 
MAC000002,Std,2012-10-25 12:00:00.0000000, 0.15 
MAC000002,Std,2012-10-25 12:30:00.0000000, 0.146 
MAC000002,Std,2012-10-25 13:00:00.0000000, 0.163 
MAC000002,Std,2012-10-25 13:30:00.0000000, 0.137 
MAC000002,Std,2012-10-25 14:00:00.0000000, 0.132 
MAC000002,Std,2012-10-25 14:30:00.0000000, 0.126 
MAC000002,Std,2012-10-25 15:00:00.0000000, 0.172 
MAC000002,Std,2012-10-25 15:30:00.0000000, 0.14 
MAC000002,Std,2012-10-25 16:00:00.0000000, 0.18 
MAC000002,Std,2012-10-25 16:30:00.0000000, 0.119 
MAC000002,Std,2012-10-25 17:00:00.0000000, 0.265 
MAC000002,Std,2012-10-25 17:30:00.0000000, 0.15 
MAC000002,Std,2012-10-25 18:00:00.0000000, 0.363 
MAC000002,Std,2012-10-25 18:30:00.0000000, 0.452 
MAC000002,Std,2012-10-25 19:00:00.0000000, 0.566 
MAC000002,Std,2012-10-25 19:30:00.0000000, 0.231 
MAC000002,Std,2012-10-25 20:00:00.0000000, 0.183 
MAC000002,Std,2012-10-25 20:30:00.0000000, 0.355 
MAC000002,Std,2012-10-25 21:00:00.0000000, 0.558 
MAC000002,Std,2012-10-25 21:30:00.0000000, 0.47 
MAC000002,Std,2012-10-25 22:00:00.0000000, 0.506 
MAC000002,Std,2012-10-25 22:30:00.0000000, 0.453 
MAC000002,Std,2012-10-25 23:00:00.0000000, 0.49 
MAC000002,Std,2012-10-25 23:30:00.0000000, 0.417 
MAC000002,Std,2012-10-26 00:00:00.0000000, 0.254 
MAC000002,Std,2012-10-26 00:30:00.0000000, 0.188 
MAC000002,Std,2012-10-26 01:00:00.0000000, 0.133 
MAC000002,Std,2012-10-26 01:30:00.0000000, 0.105 
MAC000002,Std,2012-10-26 02:00:00.0000000, 0.122 
MAC000002,Std,2012-10-26 02:30:00.0000000, 0.101 
MAC000002,Std,2012-10-26 03:00:00.0000000, 0.118 
MAC000002,Std,2012-10-26 03:30:00.0000000, 0.102 
MAC000002,Std,2012-10-26 04:00:00.0000000, 0.116 
MAC000002,Std,2012-10-26 04:30:00.0000000, 0.099 
MAC000002,Std,2012-10-26 05:00:00.0000000, 0.116 
MAC000002,Std,2012-10-26 05:30:00.0000000, 0.092 
MAC000002,Std,2012-10-26 06:00:00.0000000, 0.123 
MAC000002,Std,2012-10-26 06:30:00.0000000, 0.084 
MAC000002,Std,2012-10-26 07:00:00.0000000, 0.128 
MAC000002,Std,2012-10-26 07:30:00.0000000, 0.203 
MAC000002,Std,2012-10-26 08:00:00.0000000, 0.259 
MAC000002,Std,2012-10-26 08:30:00.0000000, 0.346 
MAC000002,Std,2012-10-26 09:00:00.0000000, 0.492 
MAC000002,Std,2012-10-26 09:30:00.0000000, 0.547 
MAC000002,Std,2012-10-26 10:00:00.0000000, 0.268 
MAC000002,Std,2012-10-26 10:30:00.0000000, 0.117 
MAC000002,Std,2012-10-26 11:00:00.0000000, 0.132 
MAC000002,Std,2012-10-26 11:30:00.0000000, 0.084 
MAC000002,Std,2012-10-26 12:00:00.0000000, 0.189 
MAC000002,Std,2012-10-26 12:30:00.0000000, 0.09 
MAC000002,Std,2012-10-26 13:00:00.0000000, 0.122 
MAC000002,Std,2012-10-26 13:30:00.0000000, 0.079 
MAC000002,Std,2012-10-26 14:00:00.0000000, 0.127 
MAC000002,Std,2012-10-26 14:30:00.0000000, 0.072 
MAC000002,Std,2012-10-26 15:00:00.0000000, 0.17 
MAC000002,Std,2012-10-26 15:30:00.0000000, 0.179 
MAC000002,Std,2012-10-26 16:00:00.0000000, 0.29 
MAC000002,Std,2012-10-26 16:30:00.0000000, 0.282 
MAC000002,Std,2012-10-26 17:00:00.0000000, 0.423 
MAC000002,Std,2012-10-26 17:30:00.0000000, 0.635 
MAC000002,Std,2012-10-26 18:00:00.0000000, 0.924 
MAC000002,Std,2012-10-26 18:30:00.0000000, 0.62 
MAC000002,Std,2012-10-26 19:00:00.0000000, 0.546 
MAC000002,Std,2012-10-26 19:30:00.0000000, 0.962 
MAC000002,Std,2012-10-26 20:00:00.0000000, 0.947 
MAC000002,Std,2012-10-26 20:30:00.0000000, 0.595 
MAC000002,Std,2012-10-26 21:00:00.0000000, 0.479 
MAC000002,Std,2012-10-26 21:30:00.0000000, 0.558 
MAC000002,Std,2012-10-26 22:00:00.0000000, 0.627 
MAC000002,Std,2012-10-26 22:30:00.0000000, 0.562 
MAC000002,Std,2012-10-26 23:00:00.0000000, 0.656 
MAC000002,Std,2012-10-26 23:30:00.0000000, 0.602 
MAC000002,Std,2012-10-27 00:00:00.0000000, 0.543 
MAC000002,Std,2012-10-27 00:30:00.0000000, 0.525 
MAC000002,Std,2012-10-27 01:00:00.0000000, 0.544 
MAC000002,Std,2012-10-27 01:30:00.0000000, 0.328 
MAC000002,Std,2012-10-27 02:00:00.0000000, 0.2 
MAC000002,Std,2012-10-27 02:30:00.0000000, 0.109 
MAC000002,Std,2012-10-27 03:00:00.0000000, 0.132 
MAC000002,Std,2012-10-27 03:30:00.0000000, 0.08 
MAC000002,Std,2012-10-27 04:00:00.0000000, 0.123 
MAC000002,Std,2012-10-27 04:30:00.0000000, 0.089 
MAC000002,Std,2012-10-27 05:00:00.0000000, 0.111 
MAC000002,Std,2012-10-27 05:30:00.0000000, 0.098 
MAC000002,Std,2012-10-27 06:00:00.0000000, 0.1 
MAC000002,Std,2012-10-27 06:30:00.0000000, 0.108 
MAC000002,Std,2012-10-27 07:00:00.0000000, 0.088 
MAC000002,Std,2012-10-27 07:30:00.0000000, 0.118 
MAC000002,Std,2012-10-27 08:00:00.0000000, 0.075 
MAC000002,Std,2012-10-27 08:30:00.0000000, 0.194 
MAC000002,Std,2012-10-27 09:00:00.0000000, 0.412 
MAC000002,Std,2012-10-27 09:30:00.0000000, 0.389 
MAC000002,Std,2012-10-27 10:00:00.0000000, 0.856 
MAC000002,Std,2012-10-27 10:30:00.0000000, 0.299 
MAC000002,Std,2012-10-27 11:00:00.0000000, 0.221 
MAC000002,Std,2012-10-27 11:30:00.0000000, 0.18 
MAC000002,Std,2012-10-27 12:00:00.0000000, 0.132 
MAC000002,Std,2012-10-27 12:30:00.0000000, 0.135 
MAC000002,Std,2012-10-27 13:00:00.0000000, 0.147 
MAC000002,Std,2012-10-27 13:30:00.0000000, 0.775 
MAC000002,Std,2012-10-27 14:00:00.0000000, 0.593 
MAC000002,Std,2012-10-27 14:30:00.0000000, 0.2 
MAC000002,Std,2012-10-27 15:00:00.0000000, 0.386 
MAC000002,Std,2012-10-27 15:30:00.0000000, 0.91 
MAC000002,Std,2012-10-27 16:00:00.0000000, 0.314 
MAC000002,Std,2012-10-27 16:30:00.0000000, 0.256 
MAC000002,Std,2012-10-27 17:00:00.0000000, 0.311 
MAC000002,Std,2012-10-27 17:30:00.0000000, 0.365 
MAC000002,Std,2012-10-27 18:00:00.0000000, 0.324 
MAC000002,Std,2012-10-27 18:30:00.0000000, 0.365 
MAC000002,Std,2012-10-27 19:00:00.0000000, 0.555 
MAC000002,Std,2012-10-27 19:30:00.0000000, 1.228 
MAC000002,Std,2012-10-27 20:00:00.0000000, 0.879 
MAC000002,Std,2012-10-27 20:30:00.0000000, 0.387 
MAC000002,Std,2012-10-27 21:00:00.0000000, 0.425 
MAC000002,Std,2012-10-27 21:30:00.0000000, 0.422 
MAC000002,Std,2012-10-27 22:00:00.0000000, 0.395 
MAC000002,Std,2012-10-27 22:30:00.0000000, 0.48 
MAC000002,Std,2012-10-27 23:00:00.0000000, 0.493 
MAC000002,Std,2012-10-27 23:30:00.0000000, 0.487 
MAC000002,Std,2012-10-28 00:00:00.0000000, 0.477 
MAC000002,Std,2012-10-28 00:30:00.0000000, 0.395 
MAC000002,Std,2012-10-28 01:00:00.0000000, 0.402 
MAC000002,Std,2012-10-28 01:30:00.0000000, 0.357 
MAC000002,Std,2012-10-28 02:00:00.0000000, 0.408 
MAC000002,Std,2012-10-28 02:30:00.0000000, 0.347 
MAC000002,Std,2012-10-28 03:00:00.0000000, 0.252 
MAC000002,Std,2012-10-28 03:30:00.0000000, 0.147 
MAC000002,Std,2012-10-28 04:00:00.0000000, 0.177 
MAC000002,Std,2012-10-28 04:30:00.0000000, 0.147 
MAC000002,Std,2012-10-28 05:00:00.0000000, 0.072 
MAC000002,Std,2012-10-28 05:30:00.0000000, 0.136 
MAC000002,Std,2012-10-28 06:00:00.0000000, 0.072 
MAC000002,Std,2012-10-28 06:30:00.0000000, 0.129 
MAC000002,Std,2012-10-28 07:00:00.0000000, 0.073 
MAC000002,Std,2012-10-28 07:30:00.0000000, 0.126 
MAC000002,Std,2012-10-28 08:00:00.0000000, 0.149 
MAC000002,Std,2012-10-28 08:30:00.0000000, 0.419 
MAC000002,Std,2012-10-28 09:00:00.0000000, 0.523 
MAC000002,Std,2012-10-28 09:30:00.0000000, 0.553 
MAC000002,Std,2012-10-28 10:00:00.0000000, 0.649 
MAC000002,Std,2012-10-28 10:30:00.0000000, 0.234 
MAC000002,Std,2012-10-28 11:00:00.0000000, 0.304 
MAC000002,Std,2012-10-28 11:30:00.0000000, 0.568 
MAC000002,Std,2012-10-28 12:00:00.0000000, 0.511 
MAC000002,Std,2012-10-28 12:30:00.0000000, 0.498 
MAC000002,Std,2012-10-28 13:00:00.0000000, 0.263 
MAC000002,Std,2012-10-28 13:30:00.0000000, 0.322 
MAC000002,Std,2012-10-28 14:00:00.0000000, 0.224 
MAC000002,Std,2012-10-28 14:30:00.0000000, 0.243 
MAC000002,Std,2012-10-28 15:00:00.0000000, 0.143 
MAC000002,Std,2012-10-28 15:30:00.0000000, 0.173 
MAC000002,Std,2012-10-28 16:00:00.0000000, 0.127 
MAC000002,Std,2012-10-28 16:30:00.0000000, 0.153 
MAC000002,Std,2012-10-28 17:00:00.0000000, 0.139 
MAC000002,Std,2012-10-28 17:30:00.0000000, 0.156 
MAC000002,Std,2012-10-28 18:00:00.0000000, 0.1 
MAC000002,Std,2012-10-28 18:30:00.0000000, 0.294 
MAC000002,Std,2012-10-28 19:00:00.0000000, 0.424 
MAC000002,Std,2012-10-28 19:30:00.0000000, 0.518 
MAC000002,Std,2012-10-28 20:00:00.0000000, 1.16 
MAC000002,Std,2012-10-28 20:30:00.0000000, 1.109 
MAC000002,Std,2012-10-28 21:00:00.0000000, 0.983 
MAC000002,Std,2012-10-28 21:30:00.0000000, 1.0369999 
MAC000002,Std,2012-10-28 22:00:00.0000000, 0.972 
MAC000002,Std,2012-10-28 22:30:00.0000000, 0.987 
MAC000002,Std,2012-10-28 23:00:00.0000000, 1.173 
MAC000002,Std,2012-10-28 23:30:00.0000000, 0.804 
MAC000002,Std,2012-10-29 00:00:00.0000000, 0.471 
MAC000002,Std,2012-10-29 00:30:00.0000000, 0.338 
MAC000002,Std,2012-10-29 01:00:00.0000000, 0.305 
MAC000002,Std,2012-10-29 01:30:00.0000000, 0.234 
MAC000002,Std,2012-10-29 02:00:00.0000000, 0.199 
MAC000002,Std,2012-10-29 02:30:00.0000000, 0.131 
MAC000002,Std,2012-10-29 03:00:00.0000000, 0.081 
MAC000002,Std,2012-10-29 03:30:00.0000000, 0.129 
MAC000002,Std,2012-10-29 04:00:00.0000000, 0.073 
MAC000002,Std,2012-10-29 04:30:00.0000000, 0.128 
MAC000002,Std,2012-10-29 05:00:00.0000000, 0.084 
MAC000002,Std,2012-10-29 05:30:00.0000000, 0.115 
MAC000002,Std,2012-10-29 06:00:00.0000000, 0.098 
MAC000002,Std,2012-10-29 06:30:00.0000000, 0.099 
MAC000002,Std,2012-10-29 07:00:00.0000000, 0.11 
MAC000002,Std,2012-10-29 07:30:00.0000000, 0.085 
MAC000002,Std,2012-10-29 08:00:00.0000000, 0.174 
MAC000002,Std,2012-10-29 08:30:00.0000000, 0.433 
MAC000002,Std,2012-10-29 09:00:00.0000000, 0.977 
MAC000002,Std,2012-10-29 09:30:00.0000000, 0.186 
MAC000002,Std,2012-10-29 10:00:00.0000000, 0.081 
MAC000002,Std,2012-10-29 10:30:00.0000000, 0.125 
MAC000002,Std,2012-10-29 11:00:00.0000000, 0.078 
MAC000002,Std,2012-10-29 11:30:00.0000000, 0.118 
MAC000002,Std,2012-10-29 12:00:00.0000000, 0.095 
MAC000002,Std,2012-10-29 12:30:00.0000000, 0.141 
MAC000002,Std,2012-10-29 13:00:00.0000000, 0.496 
MAC000002,Std,2012-10-29 13:30:00.0000000, 0.149 
MAC000002,Std,2012-10-29 14:00:00.0000000, 1.012 
MAC000002,Std,2012-10-29 14:30:00.0000000, 0.891 
MAC000002,Std,2012-10-29 15:00:00.0000000, 0.17 
MAC000002,Std,2012-10-29 15:30:00.0000000, 0.079 
MAC000002,Std,2012-10-29 16:00:00.0000000, 0.118 
MAC000002,Std,2012-10-29 16:30:00.0000000, 0.129 
MAC000002,Std,2012-10-29 17:00:00.0000000, 0.102 
MAC000002,Std,2012-10-29 17:30:00.0000000, 0.189 
MAC000002,Std,2012-10-29 18:00:00.0000000, 0.303 
MAC000002,Std,2012-10-29 18:30:00.0000000, 0.289 
MAC000002,Std,2012-10-29 19:00:00.0000000, 0.21 
MAC000002,Std,2012-10-29 19:30:00.0000000, 0.275 
MAC000002,Std,2012-10-29 20:00:00.0000000, 1.058 
MAC000002,Std,2012-10-29 20:30:00.0000000, 0.226 
MAC000002,Std,2012-10-29 21:00:00.0000000, 0.177 
MAC000002,Std,2012-10-29 21:30:00.0000000, 0.314 
MAC000002,Std,2012-10-29 22:00:00.0000000, 0.227 
MAC000002,Std,2012-10-29 22:30:00.0000000, 0.412 
MAC000002,Std,2012-10-29 23:00:00.0000000, 0.446 
MAC000002,Std,2012-10-29 23:30:00.0000000, 0.419 
MAC000002,Std,2012-10-30 00:00:00.0000000, 0.651 
MAC000002,Std,2012-10-30 00:30:00.0000000, 0.505 
MAC000002,Std,2012-10-30 01:00:00.0000000, 0.431 
MAC000002,Std,2012-10-30 01:30:00.0000000, 0.325 
MAC000002,Std,2012-10-30 02:00:00.0000000, 0.302 
MAC000002,Std,2012-10-30 02:30:00.0000000, 0.277 
MAC000002,Std,2012-10-30 03:00:00.0000000, 0.13 
MAC000002,Std,2012-10-30 03:30:00.0000000, 0.146 
MAC000002,Std,2012-10-30 04:00:00.0000000, 0.075 
